F1280001D3144_4_07,燒暖自家霜凍个手腳燒暖自家个圓身
F1280001D3144_40_07,不管係超級市場還係傳統市場都好
F1280001D3144_41_07,做得感受一下仔當地个生活人情
F1280001D3144_42_07,乜做得摎自家个生活經驗做一個聯想
F1280001D3144_43_07,像在沙巴个傳統市場看著人賣紅田烏个青草仔
F1280001D3144_44_07,會想起自家還細時節在石頭項捶尖尾鳳呸口涎水
F1280001D3144_45_07,自家跌倒自家膏个生活經驗在東京个超級市場
F1280001D3144_46_07,看著漫畫女主角好食个海菜零嗒煞手就先買一盒來含
F1280001D3144_47_07,該又鹹又酸到人牙研目皺還做得食到會願个味緒
F1280001D3144_48_07,無試過个人仰得知
F1280001D3144_49_07,係講起在臺灣𠊎會䟓䟓駛車仔去逛个市場
F1280001D3144_5_07,從細到大逐擺阿姆愛煮粄圓个時節
F1280001D3144_50_07,就係關西鎮个新農民市場因為佢對關西交流道溜啊下
F1280001D3144_51_07,成公里仔就到欸交通算已方便
F1280001D3144_52_07,還過離𠊎歇个桃園也毋會盡遠
F1280001D3144_53_07,仙草係關西盡出名乜係全臺灣產量盡多个青草仔
F1280001D3144_54_07,厥个加工廠就在這市場个後背
F1280001D3144_55_07,市場裡肚寒天有燒燒个熱天有涼涼个仙草茶好啉
F1280001D3144_56_07,人客自由渟毋使錢
F1280001D3144_57_07,故所不管係在冷颼颼仔个寒天還係喊燒火烈个熱天
F1280001D3144_58_07,行入市場裡肚除忒有現代化个空調分人鬆爽
F1280001D3144_59_07,還有頭擺人在路脣奉茶結緣个人情味
F1280001D3144_6_07,就會先喊𠊎兜姊妹仔𢯭手挼粄圓
F1280001D3144_60_07,䟓䟓駛車仔去到該位
F1280001D3144_61_07,單淨啉毋使錢个仙草茶該就戇哩市場裡肚
F1280001D3144_62_07,有異多客家味緒个豆乾蘿蔔乾筍乾
F1280001D3144_63_07,乜有一般个雜貨糖果還有泡个煮个啉个食个仙草產品
F1280001D3144_64_07,菜架仔項个青菜貼等生產者个名姓摎農產品个生產履歷
F1280001D3144_65_07,除忒一般人家輒食个青菜還有正摘起來个豬嫲乳草
F1280001D3144_66_07,萋萋个蝶豆花都已餳人看這片農家人生產个農產品
F1280001D3144_67_07,做得拿到這農會个市場裡肚代銷
F1280001D3144_68_07,乜做得直接在外背擺攤仔直銷
F1280001D3144_69_07,現代摎傳統在這位交融還做得認識異多新時行个農產品
F1280001D3144_7_07,姊妹仔圍在圓桌脣項阿姆摎磨好矺燥个糯米糰
F1280001D3144_70_07,𠊎見擺都遶到當興頭
F1280001D3144_71_07,新農民市場个農產品也有新觀念新做法
F1280001D3144_72_07,像頭擺人愛挷愛晒愛煲過正用得个狗貼耳
F1280001D3144_73_07,現下就用機器來焙燥打包仔做到一盒盒仔
F1280001D3144_74_07,做得像泡茶恁樣來泡深山肚正看得著个大號老鴉胗籽
F1280001D3144_75_07,也有說明書教你仰仔來刮痧還講因為佢个傳熱性較鈍
F1280001D3144_76_07,係講用手緊挲佢就會變燒燒到會熝人故所又安到電豆
F1280001D3144_77_07,市場外背婦人家老伯姆仔賣自家晒个鹹淡
F1280001D3144_78_07,自家種个青菜摎果子乜係一包包仔都裝到拶腹實落
F1280001D3144_79_07,逛一轉市場做得看著
F1280001D3144_8_07,緊亼緊斷斷做一細截一細截放到毛籣粄帕个面頂
F1280001D3144_80_07,歇在深山肚个細人仔正拈得著來搞个大嫲粒个豆仁仔
F1280001D3144_81_07,做得尋著原旦老農業个味緒乜做得看著緊來緊進步个新農業
F1280001D3144_82_07,正經還好哪𠊎總係擐到大包細包轉擐轉淰淰个生活人情
F1280001D3144_83_07,乜感受著異多新式摎老式耕種人个生活經驗
F1280001D3144_9_07,𠊎兜姊妹仔搶等同斷好个粄糰拈起來挼
F1320001A2174_1_07,床頭吵床尾和
F1320001A2174_10_07,看戲愛知戲文大意做人愛識人情義理
F1320001A2174_100_07,歸班仔都在該睡當晝你行路愛輕手輕腳莫吵著人
F1320001A2174_101_07,歸隻暑假都走到海脣沙埔項搞當然晒到歸身烏金金仔
F1320001A2174_102_07,年下仔家家屋屋愛拚掃愛辦年貨大家都無閒洎杈
F1320001A2174_103_07,恁多歲吔做毋得過像頭擺恁仔無打無算爺哀斯會愁哦
F1320001A2174_104_07,阿明這擺考試打頭名佢就沙鼻摝天一哪仔同人講
F1320001A2174_105_07,你毋好想講有錢就好食懶做係無斯會分人笑係公子阿舍
F1320001A2174_106_07,阿福牯來屋下坐歸晝邊仔臨將愛走咧正講想來招保險
F1320001A2174_107_07,大家尞等好好講兩句仔佢毋中意聽个話佢就掣等走
F1320001A2174_108_07,該隻賊仔偷東西警察吂到佢就對後門出走俐俐
F1320001A2174_109_07,七坐八爬九生牙細人仔撚啊撚仔毋多知仔就恁大吔
F1320001A2174_11_07,吂落雨先唱歌任落乜無多
F1320001A2174_110_07,退休閒閒有成時屋下个事做加做減身體動動啊乜好
F1320001A2174_111_07,這皮包仔恁細仔定定分你弓到飽飽裡背敢有幾下百萬
F1320001A2174_112_07,媽祖生該日異多外國人入莊隨俗跈等祭拜求平安
F1320001A2174_113_07,寒天來咧阿婆个腳膝頭又會咻咻咻咻痛到睡毋得
F1320001A2174_114_07,老古人講天長命短故所𫣆兜愛好好把扼每一日
F1320001A2174_115_07,賣化妝品个人盡會撓人人客个錢都煞猛摟摟出來同佢買
F1320001A2174_116_07,當多人到鄉公所申請紓困補助金公務員搣到無閒洎杈
F1320001A2174_117_07,臺北捷運个人逐日來來去去就像泥竇肚个蟻公出出入入
F1320001A2174_118_07,阿叔講會轉來過年圍爐咧還無看著人𠊎看斯難講哦
F1320001A2174_119_07,外背打雨毛冇吔晒在禾埕項个衫褲好遽遽去收入來
F1320001A2174_12_07,冷水煮冷飯任煮毋會爛
F1320001A2174_120_07,喊你在屋下掌屋你還偷偷仔走出去毋驚阿姆發譴係無
F1320001A2174_121_07,這下刻印仔用機器較多手工刻个較少哩
F1320001A2174_122_07,人講腳囊肚係人个第二粒心臟愛好好保養
F1320001A2174_123_07,自行車毋好停在門口會徑杈著大家出入
F1320001A2174_124_07,有人講搭信會加話故所盡好係自家聯絡
F1320001A2174_125_07,若目珠歸日仔晟等手機仔毋驚會搣青瞑喺
F1320001A2174_126_07,該兜人豚仔當豺三不二時就打冰箱尋食
F1320001A2174_127_07,正三十歲面就皺皮皺皮看起來加異老
F1320001A2174_128_07,落雨過後細人仔在水窟涉水搣到鞋溼溼
F1320001A2174_129_07,在局勢混亂个時代梟雄輒輒會得著天下
F1320001A2174_13_07,上船毋講價下船惹惹杈杈
F1320001A2174_130_07,畜个大細若係煞猛增志斯係屋家个福氣
F1320001A2174_131_07,操場今晡日鬧熱煎煎原來係借人辦運動會
F1320001A2174_132_07,阿哥行路肚挺挺仔像婦人家擐大肚樣仔
F1320001A2174_133_07,這牛乳粉愛摝勻正做得毋好分佢結歸矻仔
F1320001A2174_134_07,茶袋肚个茶青擲拶來還做得張加兜仔入去
F1320001A2174_135_07,一陣風吹來油桐花就叭叭跌當像落雪
F1320001A2174_136_07,阿明哥當知食愛去哪位聚餐問佢就知啦
F1320001A2174_137_07,恁熱个天先在樹下敨涼一下正行好無
F1320001A2174_138_07,肥湯炆筍乾抑係拿來煲湯通體當好食
F1320001A2174_139_07,戲棚頂个阿旦緊同棚下看戲个人打眼拐
F1320001A2174_14_07,吂到六十六毋好笑人大腳目
F1320001A2174_140_07,田項泥濫濫係漯落去無人拉起來就麻煩哩
F1320001A2174_141_07,頸根試著硬鉸硬鉸去分人推推啊會較鬆爽
F1320001A2174_142_07,佢一哪仔去同人做小工來畜大一群大細
F1320001A2174_143_07,下晝阿姆無在係肚飢就自家去灶下變食
F1320001A2174_144_07,樹頂个酸柑熟哩歸樹仔黃橙黃橙纜纜吊吊
F1320001A2174_145_07,佢做鐵工仔肚膁該片分鐵仔刮著緊出血
F1320001A2174_146_07,入門係看著一張臭屎面會虐削到企坐毋核
F1320001A2174_148_07,先生講佢生來恁幼秀可惜寫字恁潦草
F1320001A2174_149_07,阿文仔跌倒手腳毋單淨鑪溜皮還緊出血
F1320001A2174_15_07,相罵莫襯言相打莫襯拳
F1320001A2174_150_07,做壞事个人逐儕都惱難怪會分人罵短命子
F1320001A2174_151_07,該就堪毋得半角銀个東西仰使愛恁計較
F1320001A2174_152_07,有名个夜市生理當好一哪仔都烏麻攢濟
F1320001A2174_153_07,鹹菜對醃缸肚撈出來个時節愛先濾水一下
F1320001A2174_154_07,頭擺人賣魚仔用篾皮桊到一桊一桊仔賣
F1320001A2174_155_07,阿叔欠人錢逐日囥在屋肚驚人來討債
F1320001A2174_156_07,佢這人就係講毋會聽逐儕都對佢奈毋何
F1320001A2174_157_07,佢瘦夾夾仔手脛恁幼一捏就會斷樣仔
F1320001A2174_158_07,該隻新社區个樓屋起到連峨接棟當鬧熱
F1320001A2174_159_07,講个人講到口涎波潑聽个人聽到嘴勺勺仔
F1320001A2174_16_07,人吂到聲先到
F1320001A2174_160_07,佢做人承勞逐日準時上下班事頭輕鬆
F1320001A2174_161_07,阿伯正出院身體還弱弱毋好去做粗事
F1320001A2174_162_07,屋下人無恁多閒時間教你去學校問先生
F1320001A2174_163_07,佢看起來還恁砸身無想著恁遽就走忒咧
F1320001A2174_164_07,同佢冤家過後𠊎心肝頭拶拶當無爽快
F1320001A2174_165_07,𠊎日時頭上班愛暗晡頭正有閒好遶街
F1320001A2174_166_07,百貨起價就薪水無起食月給个人嘐嘐滾
F1320001A2174_167_07,事頭就做毋俐咧你還來鬧正經摝死人
F1320001A2174_168_07,蝦公夾當賤毋使幾久就生到一哪仔就係
F1320001A2174_169_07,𠊎算來算去還係這張保險單个條件最好
F1320001A2174_17_07,小人報冤三日君子報冤三年
F1320001A2174_170_07,懶尸牯做事就尋衫著食飯就拚到汗流脈落
F1320001A2174_171_07,佢恁久較福相笑啊去雙下𪘒就看現現
F1320001A2174_172_07,逐日看著佢就面呰呰仔像少著厥錢樣仔
F1320001A2174_173_07,過年過節共公廳个人會共下來拜阿公婆
F1320001A2174_174_07,看佢行路腳跛跛原來係坐忒久腳痺忒咧
F1320001A2174_175_07,你兩儕講个完全落毋著定著有一儕講花蓼
F1320001A2174_176_07,厥孫女吂滿五歲見看著壁蛇都嚇到嘰嘰滾
F1320001A2174_177_07,天時恁熱愛啉加兜仔水正毋會肚燥嘴渴
F1320001A2174_178_07,竹篙毋好打直凴壁放打平放正毋會橫下來
F1320001A2174_179_07,厥田在該路尾你大約仔行五分鐘就會到
F1320001A2174_18_07,毋怕萬事難就驚怕麻煩
F1320001A2174_180_07,這泅水池个水正齊腰仔定定你做得落來搞
F1320001A2174_181_07,雞卵糕有兩垤毋過若額分若老弟食忒哩
F1320001A2174_182_07,禾埕項晒穀係有看著細石頭就順續拈忒去
F1320001A2174_183_07,逐年个五月係納稅月愛記得期限內繳納
F1320001A2174_184_07,若個性恁暮固合人毋得難怪愛輒輒換頭路
F1320001A2174_185_07,選某人做村長講就恁仔講佢敢有才調
F1320001A2174_186_07,阿姆目勾勾仔等阿哥轉透夜仔全毋敢睡
F1320001A2174_187_07,做麼个事情都愛想頭想尾觀前顧後正妥當
F1320001A2174_188_07,這個細人仔異好嘴碼老老嫩嫩都褒獎佢
F1320001A2174_189_07,細人仔發豬嫲瘵目吊吊愛遽遽送去醫院
F1320001A2174_19_07,人老三件歪行路頭低低屙尿淋溼鞋打屁屎嗄拉
F1320001A2174_190_07,該狗仔看著人同棍仔擎起來黏時行往走
F1320001A2174_191_07,虐毛蟲个毛會虐人愛細義毋好分佢蜒著
F1320001A2174_192_07,這個細妹仔个面紅囉囉仔盡像蘋果共樣
F1320001A2174_193_07,生理人笑頭笑面人客看著就會去同佢交官
F1320001A2174_194_07,阿姆當當在該煮飯過五分鐘正打來做得無
F1320001A2174_195_07,愛分人个東西先準備便莫嗄到時毋記得
F1320001A2174_196_07,風雨忒大就算擎遮仔還係歸身仔涿到潦潦
F1320001A2174_197_07,佢生到異靚可惜有狐癖行兼就鼻得著
F1320001A2174_198_07,出社會過後正較體會著爺哀對子女个愛心
F1320001A2174_199_07,運數實在還毋好正行啊出大路腳就偏著
F1320001A2174_2_07,﻿﻿一樣生百樣死
F1320001A2174_20_07,大鑊吂滾細鑊洛洛滾
F1320001A2174_200_07,阿日哥做个係粗事逐日轉來強強就會勯忒
F1320001A2174_201_07,這朳仔看起來好頭好面毋過裡肚全綿忒
F1320001A2174_202_07,佢破病破病身體當弱做麼个事就毋得
F1320001A2174_203_07,阿姆屙痢肚麼个都食毋得淨食粥定定
F1320001A2174_204_07,斷一個朋友一下半下交一個朋友千難萬難
F1320001A2174_205_07,在牧場做事逐日愛跍等捋牛乳盡辛苦
F1320001A2174_206_07,係同先生打白講佢毋會處罰你
F1320001A2174_207_07,佢係泥水師傅專門同人起屋
F1320001A2174_208_07,毋管仰仔你還係愛同𠊎𢯭手
F1320001A2174_209_07,佢分地動嚇著無辦法安心睡落覺
F1320001A2174_21_07,頭家這抓快菜毋知有幾重仔
F1320001A2174_210_07,無搭無碓分人罵心肚試著異委屈
F1320001A2174_211_07,恁多仔定定你恁多儕分等來食
F1320001A2174_212_07,阿麗當有禮貌看著人就會喊人
F1320001A2174_213_07,樹林著火哩樹仔做下燒淨淨
F1320001A2174_214_07,元旦升旗典禮你愛去參加無
F1320001A2174_215_07,蘿蔔絲晒到燥燥就做得收起來咧
F1320001A2174_216_07,肚屎略略仔枵枵煎粄仔來食好無
F1320001A2174_217_07,逐年䟓䟓來看燈會个遊客當多
F1320001A2174_218_07,朝晨無逐著車佢一肚屎懊惱
F1320001A2174_219_07,敢去就一擔樵毋敢去就屋下愁
F1320001A2174_22_07,若蕹菜炒到油光油光異餳人食
F1320001A2174_220_07,天光日𠊎有事無法度親身過去
F1320001A2174_221_07,正買啊著个餅仔全部分佢食淨淨
F1320001A2174_222_07,一下無看真認毋著人當敗勢
F1320001A2174_223_07,辦公室尖二十儕強強會無路好行
F1320001A2174_224_07,將來个事情還恁久到時正講
F1320001A2174_225_07,皮包仔毋知跌哪去一哪仔都尋無
F1320001A2174_23_07,這弓蕉還青青食起來會浹嘴
F1320001A2174_24_07,七做八毋對做到全無自信吔
F1320001A2174_25_07,佢做人盡慨你仰會講佢鼻塞塞
F1320001A2174_26_07,這駁仔全無若消息恁久好無
F1320001A2174_27_07,這茶食咧嘴尾會甘有影係好茶
F1320001A2174_28_07,佢實在當好彩買樂透長透著獎
F1320001A2174_29_07,該副輓聯頂項个字寫來異靚
F1320001A2174_3_07,人無千日好花無百日紅
F1320001A2174_30_07,竹杈仔愛先拗斷正做得縈草結
F1320001A2174_31_07,這兜過時个衫褲好拿去回收哩
F1320001A2174_32_07,正餐毋食淨食點心仰做得
F1320001A2174_33_07,行路毋好痀背看起來無精神
F1320001A2174_34_07,入年假以後剃頭就愛起價咧
F1320001A2174_36_07,厥腳分盎析仔刺著出當多血
F1320001A2174_37_07,這擺買个西瓜有對時夭壽甜
F1320001A2174_38_07,厥妹仔生來盡精靈讀書當慶
F1320001A2174_39_07,你恁摸挲事頭哪久正做得好
F1320001A2174_4_07,禾黃水落飯熟火著忒慢咧
F1320001A2174_40_07,寒天時分人扚耳公試著加異痛
F1320001A2174_41_07,現下人出世係講缺嘴有好醫
F1320001A2174_42_07,做人毋好忒戥真會交無朋友
F1320001A2174_43_07,阿爸个腳有各樣行路跛啊跛仔
F1320001A2174_44_07,這事頭恁緪斗無人敢貌來做
F1320001A2174_45_07,粢粑仔打來軟入入仔當好食
F1320001A2174_46_07,無共年起个屋仔合縫項會洩水
F1320001A2174_47_07,你同阿公盤水順續擐到浴堂項
F1320001A2174_48_07,一張桌先放兩罐酒毋罅正加添
F1320001A2174_49_07,佢睡目會蹬被故所長間寒著
F1320001A2174_5_07,倈仔有毋當老公有老公有毋當自家有
F1320001A2174_50_07,該粒朳仔盡賁肉朳仔仁當少
F1320001A2174_51_07,這擺標準放冗兜仔毋好忒嚴條
F1320001A2174_52_07,這件事情係無人收尾就無結煞
F1320001A2174_53_07,恁熱个天時毋開冷氣人會翕壞
F1320001A2174_54_07,佢識中風過故所正會嘴竵竵
F1320001A2174_55_07,落雨過後這頭老樹仔又必筍哩
F1320001A2174_56_07,這兜零角仔毋罅買一支枝仔冰
F1320001A2174_57_07,為著環境衛生毋好儘採呸口涎
F1320001A2174_58_07,腳髀肉嫩嫩故所扭腳髀會當痛
F1320001A2174_59_07,逐樣菜都煮到噴香當餳人食
F1320001A2174_6_07,後生毋肯學老來無安樂
F1320001A2174_60_07,這酒放二十零年放到轉色咧
F1320001A2174_61_07,玻璃菜煮啊去就蝕忒伸無幾多
F1320001A2174_62_07,這箱東西重跕跕仔毋知係麼个
F1320001A2174_63_07,佢做事情細心細意項項周到
F1320001A2174_64_07,山路無人行兩下半就塞弄弄仔
F1320001A2174_65_07,這尾石斑仔差毋多有兩斤上下
F1320001A2174_66_07,佢當白直想著麼个就講麼个
F1320001A2174_67_07,細人仔拉尿無換褲恁臭尿馦
F1320001A2174_68_07,老弟暈車翻到連膽水都翻出來
F1320001A2174_69_07,洗身腳該下腳趾罅乜愛鑪淨來
F1320001A2174_7_07,㜮合惡賁皮合硬殼
F1320001A2174_70_07,屎胐吂坐燒仰恁緊愛轉屋下
F1320001A2174_71_07,做人个秘書愛同頭家擐皮包仔
F1320001A2174_72_07,佢揢等拳頭嫲像愛揕人樣仔
F1320001A2174_73_07,今晡日輪到你掌夜莫睡忒哦
F1320001A2174_74_07,這桌菜煮到無鹹無腥毋餳人食
F1320001A2174_75_07,該雞髀毋好挾去挾轉食忒就好
F1320001A2174_76_07,飯煮到半生熟實在吞毋落胲
F1320001A2174_77_07,球杓仔無帶著愛仰仔打網球
F1320001A2174_78_07,落恁久个雨這衫摸起來潤潤
F1320001A2174_79_07,佢分人看著走落公園肚拗花
F1320001A2174_8_07,坐船望船走騎馬望馬飇
F1320001A2174_80_07,阿姆用水管對水龍頭項透水淋菜
F1320001A2174_81_07,家祭時親族會送糕盆來祭拜
F1320001A2174_82_07,佢同索仔糖對拗一截請𠊎食
F1320001A2174_83_07,佢見食著辣个東西就會緊流濞水
F1320001A2174_84_07,這條山路斡來斡去車仔當難駛
F1320001A2174_85_07,該細人仔在石碫仔頂高跳上跌落
F1320001A2174_86_07,頭路日做夜做做到伸半條命
F1320001A2174_87_07,頭擺辦喪事會請和尚來誦經
F1320001A2174_88_07,阿爸還細時節緊掌牛緊看書
